Daily_Visitor_Cap,Eco_Investment_Ratio,Glacier_Retreat_Index,Net_Economic_Income,Social_Pressure_Index,Fixed_Tax_Rate,Fixed_Env_Fee,Fixed_Infra_Inv,Fixed_Alcohol_Limit
8000.0,0.6408163265306124,0.004651858721940293,616631791.36,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.653061224489796,0.004612767341850902,615362748.16,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.6653061224489796,0.004574327486916993,614093704.96,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.6775510204081634,0.004536523003569352,612824661.76,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.689795918367347,0.004499338267865706,611555618.56,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.7020408163265306,0.004462758163961104,610286575.36,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.7142857142857144,0.004426768063620057,609017532.16,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.726530612244898,0.0043913538067121,607748488.96,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.7387755102040816,0.00435650168263613,606479445.76,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.7510204081632654,0.004322198412622353,605210402.56,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.763265306122449,0.004288431132863815,603941359.36,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.7755102040816326,0.004255187378432525,602672316.16,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.7877551020408164,0.004222455067937907,601403272.96,0.021594354183105437,0.05,45.0,0.1,2
8000.0,0.8,0.004190222488887925,600134229.76,0.021594354183105437,0.05,45.0,0.1,2
8204.081632653062,0.2,0.006830210601866898,679340748.2579592,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.2122448979591837,0.006746266435570705,678039331.5069389,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.22448979591836737,0.006664360587273296,676737914.7559185,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.23673469387755103,0.006584419706380465,675436498.0048981,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.2489795918367347,0.006506373920025765,674135081.2538776,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.2612244897959184,0.006430156629375657,672833664.5028572,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.27346938775510204,0.006355704320085661,671532247.7518369,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.2857142857142857,0.0062829563857737395,670230831.0008165,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.2979591836734694,0.00621185496347971,668929414.249796,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.3102040816326531,0.006142344780171833,667627997.4987756,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.32244897959183677,0.006074373009444849,666326580.7477552,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.3346938775510204,0.006007889137628617,665025163.9967349,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.34693877551020413,0.0059428448385942115,663723747.2457144,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.3591836734693878,0.0058791938566053505,662422330.494694,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.37142857142857144,0.005816891896618391,661120913.7436736,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.38367346938775515,0.005755896521484147,659819496.9926531,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.3959183673469388,0.005696167055550184,658518080.2416327,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.40816326530612246,0.005637664494203442,657216663.4906124,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.42040816326530617,0.005580351418930436,655915246.739592,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.4326530612244898,0.005524191917506379,654613829.9885715,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.4448979591836735,0.005469151508955473,653312413.2375511,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.4571428571428572,0.0054151970729529025,652010996.4865308,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.46938775510204084,0.005362296783364822,650709579.7355103,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.48163265306122455,0.005310420045646051,649408162.9844899,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.4938775510204082,0.005259537437836809,648106746.2334695,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.5061224489795919,0.005209620654919322,646805329.482449,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.5183673469387755,0.005160642456313229,645503912.7314286,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.5306122448979592,0.005112576616305126,644202495.9804082,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.5428571428571429,0.0050653978772227225,642901079.2293879,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.5551020408163265,0.0050190819051779394,641599662.4783674,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.5673469387755102,0.004973605248216007,640298245.727347,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.5795918367346939,0.0049289452967193415,638996828.9763266,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.5918367346938775,0.004885080245925732,637695412.2253063,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.6040816326530613,0.004841989060430278,636393995.4742858,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.616326530612245,0.004799651440549673,635092578.7232654,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.6285714285714286,0.0047580477904358275,633791161.972245,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.6408163265306124,0.004717159187833578,632489745.2212245,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.653061224489796,0.004676967355384478,631188328.4702041,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.6653061224489796,0.004637454633385177,629886911.7191838,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.6775510204081634,0.0045986039539151246,628585494.9681634,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.689795918367347,0.0045603988162539605,627284078.2171429,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.7020408163265306,0.004522823263514184,625982661.4661225,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.7142857142857144,0.004485861860419618,624681244.7151022,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.726530612244898,0.004449499672164615,623379827.9640818,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.7387755102040816,0.004413722244293201,622078411.2130613,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.7510204081632654,0.004378515583541207,620776994.4620409,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.763265306122449,0.004343866139588026,619475577.7110205,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.7755102040816326,0.004309760787668016,618174160.96,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.7877551020408164,0.004276186811994672,616872744.2089796,0.021652325369348965,0.05,45.0,0.1,2
8204.081632653062,0.8,0.004243131889953589,615571327.4579593,0.021652325369348965,0.05,45.0,0.1,2
8408.163265306122,0.2,0.0069649043167761505,696364149.9559184,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.2122448979591837,0.006877637849640189,695030359.6538776,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.22448979591836737,0.006792531124949421,693696569.3518368,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.23673469387755103,0.006709504946086601,692362779.049796,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.2489795918367347,0.006628483941807298,691028988.7477552,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.2612244897959184,0.006549396338028164,689695198.4457144,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.27346938775510204,0.006472173745759984,688361408.1436735,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.2857142857142857,0.006396750963868509,687027617.8416327,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.2979591836734694,0.006323065795467491,685693827.5395919,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.3102040816326531,0.006251058876857148,684360037.2375511,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.32244897959183677,0.006180673518019328,683026246.9355103,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.3346938775510204,0.0061118555537685755,681692456.6334695,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.34693877551020413,0.006044553204737733,680358666.3314286,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.3591836734693878,0.005978716947448296,679024876.0293878,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.37142857142857144,0.005914299392780294,677691085.727347,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.38367346938775515,0.005851255172214967,676357295.4253062,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.3959183673469388,0.005789540831276374,675023505.1232654,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.40816326530612246,0.005729114729645971,673689714.8212246,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.42040816326530617,0.005669936947467668,672355924.5191838,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.4326530612244898,0.005611969197400352,671022134.2171429,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.4448979591836735,0.005555174742010691,669688343.9151021,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.4571428571428572,0.005499518316131722,668354553.6130613,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.46938775510204084,0.005444966053842401,667020763.3110205,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.48163265306122455,0.005391485419750403,665686973.0089797,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.4938775510204082,0.005339045144285202,664353182.7069389,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.5061224489795919,0.005287615162730985,663019392.404898,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.5183673469387755,0.005237166557749675,661685602.1028572,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.5306122448979592,0.0051876715051631305,660351811.8008164,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.5428571428571429,0.0051391032227809655,659018021.4987756,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.5551020408163265,0.0050914359220762114,657684231.1967348,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.5673469387755102,0.005044644762525644,656350440.894694,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.5795918367346939,0.004998705808444904,655016650.5926532,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.5918367346938775,0.004953595988160805,653682860.2906123,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.6040816326530613,0.004909293055374525,652349069.9885715,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.616326530612245,0.00486577555257973,651015279.6865307,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.6285714285714286,0.0048230227764092465,649681489.3844899,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.6408163265306124,0.004781014744792675,648347699.0824491,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.653061224489796,0.004739732165815535,647013908.7804083,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.6653061224489796,0.004699156408177927,645680118.4783674,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.6775510204081634,0.004659269473157702,644346328.1763266,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.689795918367347,0.004620053967989492,643012537.8742858,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.7020408163265306,0.004581493080576875,641678747.572245,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.7142857142857144,0.004543570555460434,640344957.2702042,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.726530612244898,0.004506270670969545,639011166.9681634,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.7387755102040816,0.004469578217490413,637677376.6661226,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.7510204081632654,0.004433478476787256,636343586.3640817,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.763265306122449,0.0043979572023175595,635009796.0620409,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.7755102040816326,0.004363000600486118,633676005.7600001,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.7877551020408164,0.004328595312786009,632342215.4579593,0.02170777211637032,0.05,45.0,0.1,2
8408.163265306122,0.8,0.0042947283987779476,631008425.1559185,0.02170777211637032,0.05,45.0,0.1,2
8612.244897959185,0.2,0.007098249739825567,713387551.6538776,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.2122448979591837,0.0070076315318463875,712021387.8008164,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.22448979591836737,0.006919297872610341,710655223.9477552,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.23673469387755103,0.006833163444949962,709289060.094694,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.2489795918367347,0.006749147127724564,707922896.2416327,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.2612244897959184,0.006667171740994776,706556732.3885715,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.27346938775510204,0.006587163809544932,705190568.5355103,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.2857142857142857,0.006509053343230342,703824404.6824491,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.2979591836734694,0.006432773632769258,702458240.8293879,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.3102040816326531,0.00635826105972722,701092076.9763266,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.32244897959183677,0.006285454919556197,699725913.1232654,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.3346938775510204,0.006214297256653982,698359749.2702042,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.34693877551020413,0.006144732710501927,696993585.4171429,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.3591836734693878,0.006076708372022544,695627421.5640817,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.37142857142857144,0.006010173649373647,694261257.7110205,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.38367346938775515,0.005945080142463648,692895093.8579593,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.3959183673469388,0.005881381525533907,691528930.0048981,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.40816326530612246,0.005819033437209473,690162766.1518369,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.42040816326530617,0.005757993377469868,688796602.2987756,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.4326530612244898,0.005698220611037038,687430438.4457144,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.4448979591836735,0.0056396760767189625,686064274.5926532,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.4571428571428572,0.005582322302284945,684698110.7395918,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.46938775510204084,0.005526123324482778,683331946.8865306,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.48163265306122455,0.0054710446138390096,681965783.0334694,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.4938775510204082,0.005417053003911929,680599619.1804082,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.5061224489795919,0.005364116624692649,679233455.327347,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.5183673469387755,0.0053122048398733124,677867291.4742858,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.5306122448979592,0.005261288187722922,676501127.6212246,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.5428571428571429,0.005211338325331093,675134963.7681633,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.5551020408163265,0.005162327975997962,673768799.9151021,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.5673469387755102,0.005114230879565087,672402636.0620409,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.5795918367346939,0.005067021745497325,671036472.2089796,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.5918367346938775,0.005020676208539493,669670308.3559184,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.6040816326530613,0.004975170786784526,668304144.5028572,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.616326530612245,0.004930482842001451,666937980.649796,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.6285714285714286,0.004886590542082395,665571816.7967348,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.6408163265306124,0.004843472825477713,664205652.9436736,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.653061224489796,0.0048011093674975355,662839489.0906123,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.6653061224489796,0.004759480548366439,661473325.2375511,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.6775510204081634,0.004718567422925757,660107161.3844899,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.689795918367347,0.004678351691885228,658740997.5314286,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.7020408163265306,0.004638815674532338,657374833.6783674,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.7142857142857144,0.004599942282813825,656008669.8253062,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.726530612244898,0.004561714996709557,654642505.972245,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.7387755102040816,0.004524117840824198,653276342.1191838,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.7510204081632654,0.004487135362126979,651910178.2661226,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.763265306122449,0.0044507526087744255,650544014.4130613,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.7755102040816326,0.004414955109955058,649177850.5600001,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.7877551020408164,0.00437972885669898,647811686.7069389,0.021760855805909092,0.05,45.0,0.1,2
8612.244897959185,0.8,0.004345060283598914,646445522.8538775,0.021760855805909092,0.05,45.0,0.1,2
8816.326530612245,0.2,0.007230267014913354,730410953.3518367,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.2122448979591837,0.007136269042174111,729012415.9477551,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.22448979591836737,0.007044683767198803,727613878.5436735,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.23673469387755103,0.0069554194749728016,726215341.1395918,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.2489795918367347,0.00686838904085741,724816803.7355102,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.2612244897959184,0.006783509646951062,723418266.3314285,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.27346938775510204,0.006700702519225003,722019728.927347,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.2857142857142857,0.006619892683679672,720621191.5232654,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.2979591836734694,0.006541008739935239,719222654.1191837,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.3102040816326531,0.006463982650819124,717824116.7151021,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.32244897959183677,0.006388749546647267,716425579.3110204,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.3346938775510204,0.00631524754301572,715027041.9069388,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.34693877551020413,0.006243417571026957,713628504.5028571,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.3591836734693878,0.006173203218971971,712229967.0987755,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.37142857142857144,0.006104550584576348,710831429.6946938,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.38367346938775515,0.006037408136997013,709432892.2906122,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.3959183673469388,0.005971726587827062,708034354.8865306,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.40816326530612246,0.0059074587704301,706635817.4824489,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.42040816326530617,0.0058445595269832375,705237280.0783674,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.4326530612244898,0.005782985602660282,703838742.6742857,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.4448979591836735,0.005722695546434042,702440205.2702041,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.4571428571428572,0.00566364961801965,701041667.8661225,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.46938775510204084,0.005605809700519959,699643130.4620408,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.48163265306122455,0.005549139218369434,698244593.0579591,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.4938775510204082,0.005493603060205424,696846055.6538775,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.5061224489795919,0.005439167506324947,695447518.2497959,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.5183673469387755,0.005385800160412148,694048980.8457143,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.5306122448979592,0.00533346988524588,692650443.4416326,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.5428571428571429,0.005282146742119349,691251906.0375509,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.5551020408163265,0.005231801933724168,689853368.6334693,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.5673469387755102,0.005182407750269818,688454831.2293878,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.5795918367346939,0.005133937518626758,687056293.825306,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.5918367346938775,0.005086365554297007,685657756.4212245,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.6040816326530613,0.005039667116030514,684259219.0171428,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.616326530612245,0.00499381836291881,682860681.6130612,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.6285714285714286,0.004948796313809606,681462144.2089796,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.6408163265306124,0.004904578808897178,680063606.8048979,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.653061224489796,0.00486114447335366,678665069.4008163,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.6653061224489796,0.004818472682875822,677266531.9967346,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.6775510204081634,0.00477654353103068,675867994.592653,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.689795918367347,0.004735337798291299,674469457.1885715,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.7020408163265306,0.004694836922661588,673070919.7844898,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.7142857142857144,0.0046550229717957844,671672382.380408,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.726530612244898,0.004615878616524625,670273844.9763265,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.7387755102040816,0.0045773871057060945,668875307.5722449,0.021811724351015555,0.05,45.0,0.1,2
8816.326530612245,0.7510204081632654,0.004539532242324083,667476770.1681633,0.021811724351015555,0.05,45.0,0.1,2
